Details,Posting Date,Description,Amount,Type,Balance
DEBIT,2/18/2020,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           02/15,-19.93,DEBIT_CARD,2121.53
DEBIT,2/18/2020,PINK JEEP TOURS INC 9282829000 AZ            02/13,-166.6,DEBIT_CARD,2141.46
CREDIT,2/18/2020,VENMO            CASHOUT                    PPD ID: 5264681992,75,ACH_CREDIT,2308.06
DEBIT,2/14/2020,Online Transfer to SAV ...9797 transaction#: 9187910395 02/14,-1000,ACCT_XFER,2233.06
DEBIT,2/14/2020,Online Payment 9187905694 To ALA 5817 02/14,-432.61,LOAN_PMT,3233.06
DEBIT,2/14/2020,WHOLEFDS CMA #10476 PHOENIX AZ               02/13,-25.09,DEBIT_CARD,3665.67
DEBIT,2/14/2020,HALAL GUYS - CHRIS TOWN PHOENIX AZ           02/12,-9.77,DEBIT_CARD,3690.76
CREDIT,2/14/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2585.75,ACH_CREDIT,3700.53
DEBIT,2/13/2020,GCU STUDENT UNION PHOENIX AZ                 02/12,-2.44,DEBIT_CARD,1114.78
DEBIT,2/11/2020,FRY'S FOOD DRG 129 PHOENIX AZ                02/10,-16.56,DEBIT_CARD,1117.22
DEBIT,2/11/2020,FRY'S FOOD DRG 088 PHOENIX AZ                02/10,-5.53,DEBIT_CARD,1133.78
DEBIT,2/11/2020,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           02/10,-16.58,DEBIT_CARD,1139.31
DEBIT,2/10/2020,HLU*Hulu 16100496573 HULU.COM/BILL CA        02/10,-13.03,DEBIT_CARD,1155.89
DEBIT,2/10/2020,WHOLEFDS CMA #10476 PHOENIX AZ               02/09,-33.38,DEBIT_CARD,1168.92
DEBIT,2/10/2020,FRY'S FOOD DRG 129 PHOENIX AZ                02/09,-40.33,DEBIT_CARD,1202.3
DEBIT,2/10/2020,SPEEDWAY 02951 910 S. B PAYSON AZ            02/08,-10.97,DEBIT_CARD,1242.63
DEBIT,2/10/2020,CULINARY DROPOUT SCOTTSDALE AZ               02/07,-18.12,DEBIT_CARD,1253.6
CREDIT,2/10/2020,VENMO            CASHOUT                    PPD ID: 5264681992,20,ACH_CREDIT,1271.72
DEBIT,2/7/2020,TARGET        00032615 PHOENIX AZ            02/06,-111.79,DEBIT_CARD,1251.72
DEBIT,2/7/2020,Dignity AZ Hosp PayNow 972-8996666 TX        02/06,-100,DEBIT_CARD,1363.51
DEBIT,2/7/2020,TARGET        00032615 PHOENIX AZ            02/06,32.56,DEBIT_CARD,1463.51
DEBIT,2/6/2020,ARCO #42554 AMPM PHOENIX AZ          782456  02/06,-46.58,DEBIT_CARD,1430.95
DEBIT,2/4/2020,WEIDNER-WF-DPTEX WEB PMTS   5WKMD5          WEB ID: 9000200905,-1000,ACH_DEBIT,1477.53
DEBIT,2/4/2020,TARGET        00032615 PHOENIX AZ            02/03,-8.98,DEBIT_CARD,2477.53
DEBIT,2/4/2020,SCHOOL FUNDRAISER 714-612-5434 CA            02/04,-20,DEBIT_CARD,2486.51
DEBIT,2/3/2020,FRY'S FOOD DRG 129 PHOENIX AZ                02/02,-32.55,DEBIT_CARD,2506.51
DEBIT,2/3/2020,WHOLEFDS CMA #10 4701 PHOENIX AZ     948717  02/02,-18.91,DEBIT_CARD,2539.06
DEBIT,2/3/2020,STARBUCKS STORE 27594 PHOENIX AZ             02/02,-6.62,DEBIT_CARD,2557.97
DEBIT,2/3/2020,CHEVRON/VILLAGE CHEVRO SEDONA AZ     003324  02/01,-29.88,DEBIT_CARD,2564.59
DEBIT,2/3/2020,WEST FORK SEDONA AZ                          02/01,-11,DEBIT_CARD,2594.47
DEBIT,2/3/2020,AZ GAME & FISH DEPT 602-942-3000 AZ          02/02,-37,DEBIT_CARD,2605.47
DEBIT,2/3/2020,TARGET        00032615 PHOENIX AZ            01/31,-24.03,DEBIT_CARD,2642.47
DEBIT,2/3/2020,THE ORVIS CO #699 PHOENIX AZ                 01/31,-215.03,DEBIT_CARD,2666.5
DEBIT,2/3/2020,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           02/01,-17.1,DEBIT_CARD,2881.53
DEBIT,1/31/2020,GOOGLE *YouTube Music 855-836-3987 CA        01/30,-10.85,DEBIT_CARD,2898.63
DEBIT,1/31/2020,IN *DESERT SPORTSMAN PARADISE VALL AZ587163  01/31,-28.13,DEBIT_CARD,2909.48
DEBIT,1/31/2020,Online Transfer to SAV ...9797 transaction#: 9135925151 01/31,-500,ACCT_XFER,2937.61
DEBIT,1/31/2020,GRIMALDI'S PIZZA #01101 SCOTTSDALE AZ        01/30,-32.42,DEBIT_CARD,3437.61
DEBIT,1/31/2020,FRY'S FOOD DRG 088 PHOENIX AZ                01/30,-2.99,DEBIT_CARD,3470.03
DEBIT,1/31/2020,SPOONZ CAFE PHOENIX AZ                       01/30,-5.97,DEBIT_CARD,3473.02
CREDIT,1/31/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2442.09,ACH_CREDIT,3478.99
DEBIT,1/30/2020,FRY'S FOOD DRG 088 PHOENIX AZ                01/29,-9.97,DEBIT_CARD,1036.9
DEBIT,1/30/2020,SEC FRONT OFFICE TEMPE AZ                    01/29,-150,DEBIT_CARD,1046.87
DEBIT,1/30/2020,A. WILLIAM CHOULES DDS PHOENIX AZ            01/29,-10,DEBIT_CARD,1196.87
CREDIT,1/30/2020,Online Transfer 9123171765 from Fifth Third Checking ######0462 transaction #: 9123171765 01/30,300,ACCT_XFER,1206.87
DEBIT,1/29/2020,DISCOVER         E-PAYMENT  2463            WEB ID: 2510020270,-19.71,ACH_DEBIT,906.87
DEBIT,1/29/2020,TARGET        00002337 PHOENIX AZ            01/28,-19.06,DEBIT_CARD,926.58
DEBIT,1/29/2020,CVS/PHARMACY #08914 PHOENIX AZ               01/28,-2.89,DEBIT_CARD,945.64
DEBIT,1/29/2020,FRY'S FOOD DRG 088 PHOENIX AZ                01/28,-6.16,DEBIT_CARD,948.53
DEBIT,1/29/2020,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           01/28,-16.25,DEBIT_CARD,954.69
DEBIT,1/28/2020,PV CAR WASH PHOENIX AZ                       01/28,-30,DEBIT_CARD,970.94
DEBIT,1/28/2020,REI #56 PARADISE VAL 1 PHOENIX AZ            01/28,-17.86,DEBIT_CARD,1000.94
DEBIT,1/28/2020,USCONNECT ACEVN VEND  N TEMPE AZ             01/28,-1,DEBIT_CARD,1018.8
DEBIT,1/28/2020,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           01/27,-24.61,DEBIT_CARD,1019.8
CREDIT,1/28/2020,Online Transfer from SAV ...9797 transaction#: 9123165188,280,ACCT_XFER,1044.41
DEBIT,1/27/2020,USCONNECT ACEVN VEND  N TEMPE AZ             01/27,-1,DEBIT_CARD,764.41
DEBIT,1/27/2020,HALF PRICE BOOKS #072 PHOENIX AZ             01/26,-11.92,DEBIT_CARD,765.41
DEBIT,1/27/2020,REI #56 PARADISE VAL 1 PHOENIX AZ            01/26,-96.65,DEBIT_CARD,777.33
DEBIT,1/27/2020,0099 AMC ESPLANDE 14 PHOENIX AZ              01/26,-18.72,DEBIT_CARD,873.98
DEBIT,1/27/2020,TRUE FOOD KITCHEN #1001 PHOENIX AZ           01/25,-21.17,DEBIT_CARD,892.7
DEBIT,1/27/2020,REI #56 PARADISE VAL 1 PHOENIX AZ            01/25,-96.65,DEBIT_CARD,913.87
DEBIT,1/27/2020,FRY'S FOOD DRG 129 PHOENIX AZ                01/24,-15.66,DEBIT_CARD,1010.52
DEBIT,1/27/2020,STARBUCKS STORE 05534 PHOENIX AZ             01/24,-2.88,DEBIT_CARD,1026.18
DEBIT,1/27/2020,CVS/PHARMACY #08914 PHOENIX AZ               01/24,-1,DEBIT_CARD,1029.06
DEBIT,1/23/2020,FRY'S FOOD DRG 129 PHOENIX AZ                01/22,-30.17,DEBIT_CARD,1030.06
DEBIT,1/22/2020,APS electric pmt PAYMENT    3518057919      WEB ID: 1860011170,-89.54,ACH_DEBIT,1060.23
DEBIT,1/22/2020,CHIPOTLE 1684 PHOENIX AZ                     01/21,-7.76,DEBIT_CARD,1149.77
CREDIT,1/22/2020,VENMO            CASHOUT                    PPD ID: 5264681992,44,ACH_CREDIT,1157.53
DEBIT,1/21/2020,SQ *PRESS AT THE MUSE Phoenix AZ             01/20,-3.98,DEBIT_CARD,1113.53
DEBIT,1/21/2020,TARGET        00032615 PHOENIX AZ            01/20,-16.55,DEBIT_CARD,1117.51
DEBIT,1/21/2020,HAMPTON INNS TUCSON AZ                       01/19,-271.8,DEBIT_CARD,1134.06
DEBIT,1/21/2020,TUCSON EAST (HOTEL) TUCSON AZ                01/18,-238.99,DEBIT_CARD,1405.86
DEBIT,1/21/2020,UOFA PARKING WPOS TUCSON AZ                  01/17,-5,DEBIT_CARD,1644.85
DEBIT,1/21/2020,SHELL OIL 10082734004 SUN LAKES AZ           01/17,-48,DEBIT_CARD,1649.85
DEBIT,1/21/2020,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           01/18,-2.19,DEBIT_CARD,1697.85
CREDIT,1/21/2020,Online Transfer from SAV ...9797 transaction#: 9093554413,300,ACCT_XFER,1700.04
DEBIT,1/17/2020,Online Transfer to SAV ...9797 transaction#: 9086505972 01/17,-480,ACCT_XFER,1400.04
DEBIT,1/17/2020,Online Payment 9086499795 To ALA 5817 01/17,-432.61,LOAN_PMT,1880.04
DEBIT,1/17/2020,USCONNECT ACEVN VEND  N TEMPE AZ             01/16,-1,DEBIT_CARD,2312.65
DEBIT,1/17/2020,USCONNECT ACEVN VEND  N TEMPE AZ             01/16,-1,DEBIT_CARD,2313.65
CREDIT,1/17/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,1388.93,ACH_CREDIT,2314.65
DEBIT,1/16/2020,TARGET        00032615 PHOENIX AZ            01/15,-20.87,DEBIT_CARD,925.72
DEBIT,1/16/2020,SPOONZ CAFE PHOENIX AZ                       01/15,-3.53,DEBIT_CARD,946.59
DEBIT,1/16/2020,FRY'S FOOD DRG 088 PHOENIX AZ                01/15,-12.68,DEBIT_CARD,950.12
CREDIT,1/16/2020,Online Transfer from SAV ...9797 transaction#: 9085046309,25,ACCT_XFER,962.8
DEBIT,1/15/2020,CHIPOTLE 1684 PHOENIX AZ                     01/14,-7.76,DEBIT_CARD,937.8
DEBIT,1/15/2020,STARBUCKS STORE 05534 PHOENIX AZ             01/14,-2.33,DEBIT_CARD,945.56
CREDIT,1/15/2020,VENMO            CASHOUT                    PPD ID: 5264681992,25,ACH_CREDIT,947.89
DEBIT,1/14/2020,CVS/PHARMACY #08914 PHOENIX AZ               01/13,-7.46,DEBIT_CARD,922.89
DEBIT,1/13/2020,FRY'S FOOD DRG 129 PHOENIX AZ                01/12,-51.18,DEBIT_CARD,930.35
DEBIT,1/13/2020,USCONNECT ACEVN VEND  N TEMPE AZ             01/12,-1,DEBIT_CARD,981.53
DEBIT,1/13/2020,USCONNECT ACEVN VEND  N TEMPE AZ             01/12,-1,DEBIT_CARD,982.53
DEBIT,1/13/2020,7619 Dominos Pizza 734-930-3030 AZ           01/11,-22.24,DEBIT_CARD,983.53
DEBIT,1/13/2020,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           01/12,-4.52,DEBIT_CARD,1005.77
DEBIT,1/13/2020,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           01/12,-16.25,DEBIT_CARD,1010.29
DEBIT,1/13/2020,CULINARY DROPOUT SCOTTSDALE AZ               01/10,-23.45,DEBIT_CARD,1026.54
DEBIT,1/13/2020,TARGET        00032615 PHOENIX AZ            01/10,-37.14,DEBIT_CARD,1049.99
DEBIT,1/10/2020,SUN CYCLERY PHOENIX AZ                       01/09,-124.85,DEBIT_CARD,1087.13
DEBIT,1/10/2020,FRY'S FOOD DRG 088 PHOENIX AZ                01/09,-13.67,DEBIT_CARD,1211.98
DEBIT,1/9/2020,FRY'S FOOD DRG 129 PHOENIX AZ                01/08,-20.89,DEBIT_CARD,1225.65
DEBIT,1/9/2020,SPORT CLIPS - AZ141 - P PHOENIX AZ           01/08,-26,DEBIT_CARD,1246.54
DEBIT,1/8/2020,ARCO #42554 AMPM PHOENIX AZ          760397  01/08,-35.35,DEBIT_CARD,1272.54
DEBIT,1/8/2020,CVS/PHARMACY #08914 PHOENIX AZ               01/07,-5.27,DEBIT_CARD,1307.89
DEBIT,1/7/2020,CAMELBACK VW MAZDA SUB PHOENIX AZ            01/07,-297.91,DEBIT_CARD,1313.16
CREDIT,1/7/2020,Online Transfer from SAV ...9797 transaction#: 9052029400,300,ACCT_XFER,1611.07
DEBIT,1/6/2020,VZWRLSS*BILL PAY VN 800-922-0204 FL          01/06,-132.65,DEBIT_CARD,1311.07
DEBIT,1/6/2020,SANTAN BREWING CO PHOEN PHOENIX AZ           01/05,-34.87,DEBIT_CARD,1443.72
DEBIT,1/6/2020,USCONNECT ACEVN VEND  N TEMPE AZ             01/06,-1,DEBIT_CARD,1478.59
DEBIT,1/6/2020,FRY'S FOOD DRG 129 PHOENIX AZ                01/03,-9.78,DEBIT_CARD,1479.59
DEBIT,1/6/2020,GRIMALDI'S PIZZA #01101 SCOTTSDALE AZ        01/03,-24.53,DEBIT_CARD,1489.37
DEBIT,1/3/2020,WEIDNER-WF-DPTEX WEB PMTS   474385          WEB ID: 9000200905,-718,ACH_DEBIT,1513.9
DEBIT,1/3/2020,Online Transfer to SAV ...9797 transaction#: 9035956144 01/03,-600,ACCT_XFER,2231.9
DEBIT,1/3/2020,FRY'S FOOD DRG 088 PHOENIX AZ                01/02,-7.98,DEBIT_CARD,2831.9
DEBIT,1/3/2020,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           01/02,-16.63,DEBIT_CARD,2839.88
CREDIT,1/3/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,1388.46,ACH_CREDIT,2856.51
DEBIT,1/2/2020,FRY'S FOOD DRG 129 PHOENIX AZ                01/01,-18.96,DEBIT_CARD,1468.05
DEBIT,1/2/2020,CVS/PHARMACY #08366 PHOENIX AZ               01/01,-4.22,DEBIT_CARD,1487.01
DEBIT,1/2/2020,Classic Car Wash PHOENIX AZ                  01/01,-5,DEBIT_CARD,1491.23
DEBIT,1/2/2020,FRY'S FOOD DRG 129 PHOENIX AZ                01/01,-18.45,DEBIT_CARD,1496.23
DEBIT,1/2/2020,CVS/PHARMACY #08366 PHOENIX AZ               12/31,-12.57,DEBIT_CARD,1514.68
DEBIT,1/2/2020,USCONNECT ACEVN VEND  N TEMPE AZ             01/01,-1,DEBIT_CARD,1527.25
DEBIT,1/2/2020,CIBO LLC PHOENIX AZ                          12/31,-14.4,DEBIT_CARD,1528.25
DEBIT,1/2/2020,CIBO LLC PHOENIX AZ                          12/31,-10.6,DEBIT_CARD,1542.65
DEBIT,1/2/2020,NINTENDO    *AMERICAU 800-255-3700 WA        01/01,-21.57,DEBIT_CARD,1553.25
DEBIT,1/2/2020,OLLIE VAUGHN`S PHOENIX AZ                    12/30,-32.15,DEBIT_CARD,1574.82
DEBIT,12/31/2019,GOOGLE *YouTube Music 855-836-3987 CA        12/30,-10.85,DEBIT_CARD,1606.97
DEBIT,12/31/2019,GAMESTOP #1844 PHOENIX AZ                    12/30,-390.94,DEBIT_CARD,1617.82
DEBIT,12/30/2019,DISCOVER         E-PAYMENT  2463            WEB ID: 2510020270,-35.65,ACH_DEBIT,2008.76
DEBIT,12/30/2019,VENMO            PAYMENT    2917210113      WEB ID: 3264681992,-100,ACH_DEBIT,2044.41
DEBIT,12/30/2019,REI #56 PARADISE VAL PHOENIX AZ              12/29,-32.53,DEBIT_CARD,2144.41
DEBIT,12/30/2019,TARGET        00032615 PHOENIX AZ            12/29,-24.15,DEBIT_CARD,2176.94
DEBIT,12/30/2019,HARKINS SCOTTSDALE 101 PHOENIX AZ            12/28,-12.25,DEBIT_CARD,2201.09
DEBIT,12/30/2019,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           12/29,-30.21,DEBIT_CARD,2213.34
DEBIT,12/30/2019,TARGET        00032615 PHOENIX AZ            12/28,-8.23,DEBIT_CARD,2243.55
DEBIT,12/30/2019,76 - EXPRESS GAS 76 PHOENIX AZ               12/27,-46.12,DEBIT_CARD,2251.78
DEBIT,12/30/2019,CHIPOTLE 1684 PHOENIX AZ                     12/27,-7.76,DEBIT_CARD,2297.9
CREDIT,12/30/2019,Online Transfer from SAV ...9797 transaction#: 9021413878,400,ACCT_XFER,2305.66
CREDIT,12/30/2019,Online Transfer 9004784665 from Fifth Third Checking ######0462 transaction #: 9004784665 12/30,400,ACCT_XFER,1905.66
DEBIT,12/27/2019,CVS/PHARMACY #08366 PHOENIX AZ               12/26,-1.46,DEBIT_CARD,1505.66
DEBIT,12/26/2019,FRY'S FOOD DRG 129 PHOENIX AZ                12/24,-12.79,DEBIT_CARD,1507.12
DEBIT,12/26/2019,SP * LOOSELEAFTEAMARKE PHOENIX AZ            12/24,-12.14,DEBIT_CARD,1519.91
DEBIT,12/24/2019,TARGET        00032615 PHOENIX AZ            12/23,-19.96,DEBIT_CARD,1532.05
DEBIT,12/23/2019,CVS/PHARMACY #08366 PHOENIX AZ               12/22,-12.43,DEBIT_CARD,1552.01
DEBIT,12/23/2019,AGH MESA HOPD - TEMPE TEMPE AZ               12/22,-200,DEBIT_CARD,1564.44
DEBIT,12/23/2019,TARGET        00032615 PHOENIX AZ            12/22,-10.85,DEBIT_CARD,1764.44
DEBIT,12/23/2019,GRIMALDI'S PIZZA #01101 SCOTTSDALE AZ        12/21,-23.99,DEBIT_CARD,1775.29
DEBIT,12/23/2019,USCONNECT ACEVN VEND  N TEMPE AZ             12/22,-1,DEBIT_CARD,1799.28
DEBIT,12/23/2019,FRY'S FOOD DRG 088 PHOENIX AZ                12/20,-8.14,DEBIT_CARD,1800.28
DEBIT,12/23/2019,RA SUSHI SCOTTSDALE SCOTTSDALE AZ            12/20,-37.88,DEBIT_CARD,1808.42
DEBIT,12/20/2019,Online Transfer to SAV ...9797 transaction#: 8988425027 12/20,-500,ACCT_XFER,1846.3
DEBIT,12/20/2019,FRY'S FOOD DRG 129 PHOENIX AZ                12/19,-6.21,DEBIT_CARD,2346.3
CREDIT,12/20/2019,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,1388.34,ACH_CREDIT,2352.51
DEBIT,12/19/2019,Online Payment 8984558336 To ALA 5817 12/19,-432.61,LOAN_PMT,964.17
CREDIT,12/19/2019,Online Transfer from SAV ...9797 transaction#: 8984561181,100,ACCT_XFER,1396.78
CREDIT,12/18/2019,Online Transfer 8967698214 from Fifth Third Checking ######0462 transaction #: 8967698214 12/18,600,ACCT_XFER,1296.78
DEBIT,12/16/2019,VZWRLSS*APOCC VISN 800-922-0204 FL           12/15,-132.65,DEBIT_CARD,696.78
DEBIT,12/16/2019,BEST BUY #253 PHOENIX AZ                     12/16,-108.59,DEBIT_CARD,829.43
DEBIT,12/16/2019,BEST BUY #253 PHOENIX AZ                     12/15,-55.35,DEBIT_CARD,938.02
DEBIT,12/16/2019,CULINARY DROPOUT PHOENIX AZ                  12/15,-17.39,DEBIT_CARD,993.37
DEBIT,12/16/2019,TRADER JOE'S #090  QPS PHOENIX AZ            12/15,-31.71,DEBIT_CARD,1010.76
DEBIT,12/16/2019,SANTAN BREWING CO PHOEN PHOENIX AZ           12/14,-36.84,DEBIT_CARD,1042.47
DEBIT,12/16/2019,Online Realtime Transfer to Fifth Third Checking  0462 transaction#: 8967695410 reference#: 8967695410RX 12/16,-300,ACCT_XFER,1079.31
DEBIT,12/16/2019,TARGET        00032615 PHOENIX AZ            12/13,-17.03,DEBIT_CARD,1379.31
DEBIT,12/16/2019,USCONNECT ACEVN VEND  N TEMPE AZ             12/14,-1,DEBIT_CARD,1396.34
DEBIT,12/16/2019,USCONNECT ACEVN VEND  N TEMPE AZ             12/14,-1,DEBIT_CARD,1397.34
DEBIT,12/16/2019,CVS/PHARMACY #08366 PHOENIX AZ               12/13,-23.11,DEBIT_CARD,1398.34
DEBIT,12/16/2019,KT VAL GAS STATION PHOENIX AZ                12/12,-47.56,DEBIT_CARD,1421.45
CREDIT,12/16/2019,Online Transfer from SAV ...9797 transaction#: 8971917120,100,ACCT_XFER,1469.01
CREDIT,12/16/2019,Online Transfer from SAV ...9797 transaction#: 8974470872,200,ACCT_XFER,1369.01
DEBIT,12/13/2019,UDEMY ONLINE COURSES HTTPSWWW.UDEM CA        12/12,-34.77,DEBIT_CARD,1169.01
DEBIT,12/13/2019,TARGET        00032615 PHOENIX AZ            12/12,-3.58,DEBIT_CARD,1203.78
DEBIT,12/12/2019,TARGET        00032615 PHOENIX AZ            12/11,-9.27,DEBIT_CARD,1207.36
DEBIT,12/12/2019,TFK OLO #1001 olo.com AZ                     12/12,-38.58,DEBIT_CARD,1216.63
DEBIT,12/11/2019,USCONNECT ACEVN VEND  N TEMPE AZ             12/11,-1,DEBIT_CARD,1255.21
DEBIT,12/11/2019,FRY'S FOOD DRG 088 PHOENIX AZ                12/10,-7.95,DEBIT_CARD,1256.21
DEBIT,12/10/2019,FRY'S FOOD DRG 088 PHOENIX AZ                12/09,-9.87,DEBIT_CARD,1264.16
DEBIT,12/9/2019,SPORT CLIPS - AZ141 - P PHOENIX AZ           12/08,-24,DEBIT_CARD,1274.03
DEBIT,12/9/2019,SQ *URBAN GROUNDS COFFE Phoenix AZ           12/07,-3.44,DEBIT_CARD,1298.03
DEBIT,12/9/2019,CULINARY DROPOUT PHOENIX AZ                  12/06,-74.99,DEBIT_CARD,1301.47
DEBIT,12/9/2019,FUNIMATION PRODUCTIO HTTPSWWW.FUNI TX        12/06,-2.99,DEBIT_CARD,1376.46
DEBIT,12/9/2019,ELLYS PANCAKE BRUNCH CA PHOENIX AZ           12/06,-15.49,DEBIT_CARD,1379.45
DEBIT,12/6/2019,Online Transfer to SAV ...9797 transaction#: 8936799270 12/06,-1000,ACCT_XFER,1394.94
CREDIT,12/6/2019,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,1388.33,ACH_CREDIT,2394.94
DEBIT,12/5/2019,TARGET        00032615 PHOENIX AZ            12/04,-8.57,DEBIT_CARD,1006.61
DEBIT,12/3/2019,WEIDNER-WF-DPTEX WEB PMTS   NNK645          WEB ID: 9000200905,-721.49,ACH_DEBIT,1015.18
DEBIT,12/3/2019,TRADER JOE'S #090  QPS PHOENIX AZ            12/02,-30.33,DEBIT_CARD,1736.67
DEBIT,12/3/2019,FRY'S FOOD DRG 088 PHOENIX AZ                12/02,-7.98,DEBIT_CARD,1767
DEBIT,12/2/2019,GOOGLE *YouTube Music 855-836-3987 CA        11/30,-10.85,DEBIT_CARD,1774.98
DEBIT,12/2/2019,7619 Dominos Pizza PHOENIX AZ                12/01,-18.43,DEBIT_CARD,1785.83
DEBIT,12/2/2019,PHX DRUGS & MORE PHOENIX AZ                  12/01,-4.79,DEBIT_CARD,1804.26
DEBIT,12/2/2019,THE FINAL FRAME CROWN POINT IN               11/30,-27,DEBIT_CARD,1809.05
DEBIT,12/2/2019,AMERICAN AIR00106110915 FORT WORTH TX        11/30,-71.25,DEBIT_CARD,1836.05
DEBIT,12/2/2019,AMERICAN AIR00106110915 FORT WORTH TX        11/30,-74.1,DEBIT_CARD,1907.3
DEBIT,12/2/2019,RED ROBIN NO 649 MERRILLVILLE IN             11/30,-52.32,DEBIT_CARD,1981.4
DEBIT,12/2/2019,6375 AMC HOBART 12 MERRILLVILLE IN           11/29,-11.75,DEBIT_CARD,2033.72
CREDIT,12/2/2019,ATM CHECK DEPOSIT 12/02 5041 N 16TH ST PHOENIX AZ,500,ATM_DEPOSIT,2045.47
DEBIT,11/29/2019,CVS/PHARMACY #08366 PHOENIX AZ               11/27,-11.82,DEBIT_CARD,1545.47
DEBIT,11/29/2019,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           11/27,-7.67,DEBIT_CARD,1557.29
DEBIT,11/27/2019,CHEGG  ORDER 844-224-5952 CA                 11/26,-16.24,DEBIT_CARD,1564.96
DEBIT,11/27/2019,CVS/PHARMACY #08914 PHOENIX AZ               11/26,-3.78,DEBIT_CARD,1581.2
DEBIT,11/27/2019,TRUE FOOD KITCHEN #1001 PHOENIX AZ           11/25,-33.24,DEBIT_CARD,1584.98
DEBIT,11/27/2019,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           11/26,-7.03,DEBIT_CARD,1618.22
DEBIT,11/26/2019,TARGET        00032615 PHOENIX AZ            11/25,-4.39,DEBIT_CARD,1625.25
DEBIT,11/26/2019,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           11/25,-8.87,DEBIT_CARD,1629.64
DEBIT,11/25/2019,SHELL SERVICE S PHOENIX AZ                   11/25,-48.84,DEBIT_CARD,1638.51
DEBIT,11/25/2019,ELLYS PANCAKE BRUNCH CA PHOENIX AZ           11/23,-12.05,DEBIT_CARD,1687.35
DEBIT,11/25/2019,SANTAN BREWING CO PHOEN PHOENIX AZ           11/22,-18.48,DEBIT_CARD,1699.4
DEBIT,11/25/2019,TARGET        00032615 PHOENIX AZ            11/22,-26.03,DEBIT_CARD,1717.88
DEBIT,11/25/2019,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           11/23,-2.44,DEBIT_CARD,1743.91
DEBIT,11/25/2019,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           11/23,-7.67,DEBIT_CARD,1746.35
DEBIT,11/25/2019,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           11/22,-3.44,DEBIT_CARD,1754.02
DEBIT,11/22/2019,Online Transfer to SAV ...9797 transaction#: 8885897966 11/22,-1100,ACCT_XFER,1757.46
DEBIT,11/22/2019,SPOONZ CAFE PHOENIX AZ                       11/21,-2.77,DEBIT_CARD,2857.46
DEBIT,11/22/2019,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           11/21,-9.38,DEBIT_CARD,2860.23
CREDIT,11/22/2019,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,1388.33,ACH_CREDIT,2869.61
DEBIT,11/20/2019,"SQ *COOKIE BROKERS, PHOENIX AZ               11/19",-7.52,DEBIT_CARD,1481.28
DEBIT,11/20/2019,TARGET        00032615 PHOENIX AZ            11/19,-11.98,DEBIT_CARD,1488.8
DEBIT,11/19/2019,APS electric pmt PAYMENT    3518057919      WEB ID: 1860011170,-122.39,ACH_DEBIT,1500.78
DEBIT,11/19/2019,FRY'S FOOD DRG 088 PHOENIX AZ                11/18,-7.88,DEBIT_CARD,1623.17
DEBIT,11/19/2019,GCU STUDENT UNION PHOENIX AZ                 11/18,-6.49,DEBIT_CARD,1631.05
DEBIT,11/19/2019,LUCI'SHEALTHYMARKETPLAC PHOENIX AZ           11/18,-13.23,DEBIT_CARD,1637.54
DEBIT,11/18/2019,DISCOVER         E-PAYMENT  2463            WEB ID: 2510020270,-9.07,ACH_DEBIT,1650.77
DEBIT,11/18/2019,VENMO            PAYMENT    2750197744      WEB ID: 3264681992,-22,ACH_DEBIT,1659.84
DEBIT,11/18/2019,BEST BUY         PAYMENT    133121062481348 WEB ID: CITICTP,-174.76,ACH_DEBIT,1681.84
DEBIT,11/18/2019,GRAPES COOPER TEES JEROME AZ                 11/17,-3.6,DEBIT_CARD,1856.6
DEBIT,11/18/2019,CHEVRON 0202512 CAMP VERDE AZ                11/17,-2.74,DEBIT_CARD,1860.2
DEBIT,11/18/2019,Online Transfer to SAV ...9797 transaction#: 8868471742 11/18,-3000,ACCT_XFER,1862.94
DEBIT,11/18/2019,AT HOME STORE 206 TEMPE AZ                   11/15,-410.77,DEBIT_CARD,4862.94
